,Unnamed: 0,Rank,Name,Position,Height,Weight
389,92,93,elliott-pitts,SG,77,190
390,93,94,billy-garrett-jr,PG,76,170
391,94,95,rashawn-powell,PG,72,170
392,95,96,london-perrantes,PG,73,155
393,96,97,kyle-washington,PF,81,215
394,97,98,kentan-facey,PF,81,195
395,98,99,stanford-robinson,SF,76,175
396,0,1,jahlil-okafor,C,82,265
397,1,2,myles-turner,C,84,240
398,2,3,cliff-alexander,PF,81,240
399,3,4,tyus-jones,PG,73,171
400,4,5,emmanuel-mudiay,PG,77,190
401,5,6,trey-lyles,PF,82,255
402,6,7,stanley-johnson,SF,78,225
403,7,8,justin-jackson,SF,79,185
404,8,9,karl-towns-jr,C,83,235
405,9,10,theo-pinson,SF,78,190
406,10,11,kelly-oubre,SF,79,190
407,11,12,kevon-looney,PF,80,200
408,12,13,dangelo-russell,SG,76,180
409,13,14,isaiah-whitehead,SG,76,195
410,14,15,justise-winslow,SF,78,218
411,15,16,isaac-copeland,PF,81,210
412,16,17,joel-berry,PG,72,185
413,17,18,devin-booker,SG,77,185
414,18,19,rashad-vaughn,SG,78,200
415,19,20,james-blackmon-jr,SG,74,175
416,20,21,grayson-allen,SG,76,185
417,21,22,keita-bates-diop,SF,79,190
418,22,23,devin-robinson,SF,80,180
419,23,24,chris-mccullough,PF,82,220
420,24,25,tyler-ulis,PG,69,150
421,25,26,goodluck-okonoboh,C,81,215
422,26,27,reid-travis,PF,80,240
423,27,28,jaesean-tate,SF,77,190
424,28,29,romelo-trimble,SG,74,175
425,29,30,daniel-hamilton,SG,78,175
426,30,31,lj-peak,SF,77,190
427,31,32,abdul-malik-abu,PF,80,230
428,32,33,shaqquan-aaron,SF,79,175
429,33,34,paul-white,PF,80,185
430,34,35,brandone-francis,SG,77,205
431,35,36,thomas-welsh,C,83,240
432,36,37,craig-victor,PF,79,205
433,37,38,kameron-chatman,SF,79,200
434,38,39,dwayne-morgan,PF,79,180
435,39,40,quentin-snider,PG,73,160
436,40,41,jordan-mclaughlin,PG,72,165
437,41,41,montaque-gill-ceasar,SF,77,215
438,42,42,jaquan-lyle,PG,77,215
439,43,43,terry-larrier,SF,79,200
440,44,44,leron-black,PF,79,225
441,45,45,chris-chiozza,PG,71,160
442,46,46,trevon-bluiett,SF,77,205
443,47,47,robert-johnson,SG,75,190
444,48,48,angel-delgado,PF,80,215
445,49,49,brekkott-chapman,PF,80,215
446,50,50,kaleb-joseph,PG,75,165
447,51,51,tj-haws,SG,76,170
448,52,52,dion-wiley,SG,76,195
449,53,53,jakeenan-gant,PF,80,210
450,54,54,ahmed-hill,SG,77,190
451,55,55,Malik Pope,SF,80,210
452,56,56,josh-perkins,PG,75,180
453,57,57,parker-jackson-cartwright,PG,68,150
454,58,58,jaquan-newton,PG,74,180
455,59,59,joe-burton,SF,78,195
456,60,60,elbert-robinson,C,83,270
457,61,61,Paschal Chukwu,C,85,220
458,62,62,caleb-martin,SF,79,190
459,63,63,alex-robinson,PG,73,170
460,64,64,william-lee,PF,81,210
461,65,65,michael-humphrey,PF,82,200
462,66,66,victor-law,SF,78,185
463,67,67,dominic-magee,PG,75,175
464,68,68,trayvon-reed,C,85,210
465,69,69,Jonah Bolden,PF,80,205
466,70,70,Justin Bibbs,SG,77,205
467,71,71,ronnie-harrell,SF,79,180
468,72,72,dante-buford,PF,79,209
469,73,73,lourawls-nairn,PG,70,170
470,74,74,tadric-jackson,SG,74,200
471,75,75,chinanu-onuaku,C,82,220
472,76,76,justin-coleman,PG,70,155
473,77,77,mike-gilmore,PF,81,210
474,78,78,edmond-sumner,PG,75,160
475,79,79,jared-terrell,SG,75,220
476,80,80,chandler-hutchison,SF,78,185
477,81,81,trey-kell,SG,76,200
478,82,82,mikal-bridges,SF,79,180
479,83,83,sandy-cohen,SF,78,180
480,84,84,jalen-lindsey,SF,79,180
481,85,85,dominique-collier,PG,74,166
482,86,86,jordan-barnett,SF,79,185
483,87,87,isaac-haas,C,84,275
484,88,88,zylan-cheatham,PF,79,200
485,89,89,vincent-edwards,SF,79,200
486,90,90,anton-beard,PG,73,180
487,91,91,cody-martin,SF,79,205
488,92,92,phil-booth,PG,74,170
489,93,93,riley-norris,SF,79,190
490,94,94,elijah-stewart,SG,77,165
491,95,95,payton-dastrup,C,81,220
492,96,96,riley-lachance,PG,74,175
493,97,97,Justin Tillman,PF,80,175
494,0,1,ben-simmons,PF,81,225
495,1,2,skal-labissiere,C,82,210
496,2,3,brandon-ingram,SF,80,198
497,3,4,jaylen-brown,SF,79,220
498,4,5,henry-ellenson,PF,82,230
499,5,6,diamond-stone,C,82,250
500,6,7,cheick-diallo,PF,81,225
501,7,8,ivan-rabb,PF,83,210
502,8,9,caleb-swanigan,C,80,275
503,9,10,malik-newman,SG,75,175
504,10,11,chase-jeter,C,82,215
505,11,12,stephen-zimmerman,C,84,230
506,12,13,isaiah-briscoe,PG,75,200
507,13,14,dwayne-bacon,SG,78,209
508,14,15,antonio-blakeney,SG,76,170
509,15,16,jalen-brunson,PG,73,180
510,16,17,derryck-thornton,PG,73,175
511,17,18,allonzo-trier,SG,76,190
512,18,19,pj-dozier,PG,78,185
513,19,20,thomas-bryant,C,82,220
514,20,21,carlton-bragg,PF,81,220
515,21,22,deyonta-davis,PF,81,210
516,22,23,malachi-richardson,SG,78,190
517,23,24,luke-kennard,SG,77,180
518,24,25,jalen-adams,PG,74,160
